accession,description,gene_name,unique_peptides,control_1,control_2,control_3,lowDO_1,lowDO_2,lowDO_3,lowTEMP_1,lowTEMP_2,lowTEMP_3,low_TEMP_DO_1,low_TEMP_DO_2,low_TEMP_DO_3,antibody_mass_da,protein_mass_da,control_1 ppm,control_2 ppm,control_3 ppm,lowDO_1 ppm,lowDO_2 ppm,lowDO_3 ppm,lowTEMP_1 ppm,lowTEMP_2 ppm,lowTEMP_3 ppm,low_TEMP_DO_1 ppm,low_TEMP_DO_2 ppm,low_TEMP_DO_3 ppm,species,gene_name_lower,control_mean,control_std,control_cv_pct,control_detected,control_mean_ppm,lowDO_mean,lowDO_std,lowDO_cv_pct,lowDO_detected,lowDO_mean_ppm,lowTEMP_mean,lowTEMP_std,lowTEMP_cv_pct,lowTEMP_detected,lowTEMP_mean_ppm,low_TEMP_DO_mean,low_TEMP_DO_std,low_TEMP_DO_cv_pct,low_TEMP_DO_detected,low_TEMP_DO_mean_ppm,overall_mean_abundance,abundance_rank,lowDO_log2fc,lowDO_responsive,lowTEMP_log2fc,lowTEMP_responsive,low_TEMP_DO_log2fc,low_TEMP_DO_responsive,num_conditions_responsive,hcp_risk
G3HRP5,"Coenzyme Q-binding protein COQ10-like A, mitochondrial OS=Cricetulus griseus OX=10029 GN=I79_013491 PE=4 SV=1",UNKNOWN,1,605.4935847,106.62823753,861.5055059,72.51010382,260.209709195,474.4575022,537.9597846,49.147127137999995,421.4691257,279.861999439,0.0,513.92326828,149980.536284,22848,0.13897293354596932,0.024219272859310238,0.19568021942892755,0.020516215591442614,0.06724755407073964,0.12923108412645706,0.141819900388552,0.012904608692183421,0.11575894963043855,0.0743761495816991,0.0,0.1433713525744551,Cricetulus griseus,unknown,524.54244271,383.89417567547457,73.19,3,0.1196,269.0591050716667,201.11976934565405,74.75,3,0.0723,336.1920124793333,255.32056919332499,75.94,3,0.0902,264.59508923966666,257.30155524243355,97.24,2,0.0726,348.5971623751667,757,-0.9605,False,-0.6402,False,-0.9846,False,0,Trace
G3HTM3,Coiled-coil domain-containing protein 112 OS=Cricetulus griseus OX=10029 GN=I79_014251 PE=4 SV=1,UNKNOWN,1,0.0,0.478316633,1.906105407,21.626051328,12.278501288,24.154287243000002,6.273419401,21.261571755000002,2.808591965,36.768148639,14.522156819,17.296633038,149980.536284,39475,0.0,6.288258753483521e-05,0.00025058890249024686,0.0035416203794181715,0.0018366415581854603,0.0038079386914486243,0.0009572331693806818,0.0032312318521146525,0.0004464815442363377,0.0056557157336263614,0.0022248062960570874,0.002792876451838331,Cricetulus griseus,unknown,0.7948073466666666,0.9916825270854509,124.77,2,0.0001,19.352946619666668,6.255703539453353,32.32,3,0.0031,10.114527707000002,9.807838729626104,96.97,3,0.0015,22.862312832,12.12244330532759,53.02,3,0.0036,13.281148626333334,1112,3.5033,True,2.6305,True,3.7328,True,3,Medium
G3GWP3,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Cricetulus griseus OX=10029 GN=I79_002172 PE=4 SV=1,UNKNOWN,1,3.611684273,0.0,13.727253399,5.500636912,5.5797814290000005,8.801504809,6.917003112,4.401042261,8.197316276,10.923099192999999,10.050575879,3.958637981,149980.536284,27550,0.000687475212459265,0.0,0.002585824862613282,0.001290738584963586,0.0011959052418207754,0.001988168492382805,0.001512279005263678,0.0009583603317797864,0.0018671838819704638,0.002407477423968886,0.002206239037959509,0.0009158755710750615,Cricetulus griseus,unknown,5.779645890666667,7.115786298916387,123.12,2,0.0011,6.627307716666667,1.8833257049368366,28.42,3,0.0015,6.505120549666667,1.9313620926969548,29.69,3,0.0014,8.310771017666665,3.7942220164353126,45.65,3,0.0018,6.805711293666667,1150,0.17,False,0.1467,False,0.4577,False,0,Trace
G3HYQ7,Collagen alpha-5(IV) chain OS=Cricetulus griseus OX=10029 GN=I79_016198 PE=4 SV=1,UNKNOWN,1,1.600169838,0.0,13.19155933,0.026546081,2.653349279,2.240454015,5.875794516,0.0,2.165137456,0.0,11.76370532,6.731581561,149980.536284,52297,0.00016045681694073656,0.0,0.0013090505517267552,3.281486002541933e-06,0.00029958414968563464,0.0002666104191606407,0.0006767455024636215,0.0,0.00025980391907042,0.0,0.001360349752206646,0.0008204509591957515,Cricetulus griseus,unknown,4.930576389333333,7.198820405948499,146.0,2,0.0005,1.6401164583333332,1.4125606701002735,86.13,3,0.0002,2.680310657333333,2.9715808703605804,110.87,2,0.0003,6.1650956269999995,5.902276717421334,95.74,2,0.0007,3.854024783,1165,-1.1676,True,-0.6883,False,0.2728,False,1,Trace
G3HKF2,Complement C1q tumor necrosis factor-related protein 3 OS=Cricetulus griseus OX=10029 GN=I79_011172 PE=4 SV=1,UNKNOWN,1,0.0,7.732722483,0.0,5.996498499,33.762272365,38.97122686,6.104975273,9.816003709,3.659057247,1.500406996,0.876145165,11.93835022,149980.536284,35040,0.0,0.0011452634112034926,0.0,0.0011063194535139902,0.005689429982684775,0.006921462021007675,0.0010494345709838205,0.0016806044525588507,0.0006553029271972697,0.0002600057376928917,0.0001512151109668831,0.0021716633844678468,Cricetulus griseus,unknown,2.577574161,4.464489407128721,173.21,1,0.0004,26.243332574666667,17.726647153323377,67.55,3,0.0046,6.526678743000001,3.100060127875121,47.5,3,0.0011,4.771634127,6.21440185188082,130.24,3,0.0009,10.029804901416666,1130,2.9288,True,1.073,True,0.69,False,2,Medium
G3ICE3,COP9 signalosome complex subunit 5 OS=Cricetulus griseus OX=10029 GN=I79_021338 PE=4 SV=1,UNKNOWN,1,189.5195147,457.62502390000003,105.294969,820.9926002960001,362.82366432000003,85.33712267,255.8904162,316.4133811,14.39879814,0.0,38.02067254,5.998001874,149980.536284,36987,0.026870373139030915,0.0642092676735858,0.014773914222576056,0.14349509389318257,0.05792255137018731,0.014358423143378842,0.041671628088162486,0.05132165202348033,0.0024429475185754643,0.0,0.006216614095261404,0.001033641127635735,Cricetulus griseus,unknown,250.81316920000003,183.98858920578007,73.36,3,0.0353,423.0511290953334,371.5074105253253,87.82,3,0.0719,195.56753181333337,159.7884221890655,81.7,3,0.0318,14.672891471333335,20.44096786463202,139.31,2,0.0024,221.02618039500004,829,0.7519,False,-0.3573,False,-4.006,True,1,Trace
G3GRR7,Copine-7 OS=Cricetulus griseus OX=10029 GN=H671_3g8717 PE=4 SV=1,UNKNOWN,1,0.0,0.0,145.8196683,81.59923185,141.7767183,0.0,266.5139469,125.5671641,263.0428478,38.89609763,163.5862151,430.9962501,149980.536284,60475,0.0,0.0,0.01251345650416841,0.008722824017637276,0.013843000291797285,0.0,0.026544809869143374,0.012456473327079973,0.027295284284432064,0.0039054232145998174,0.01635889815130738,0.04542656580573318,Cricetulus griseus,unknown,48.6065561,84.18902474614693,173.21,1,0.0042,74.45865005,71.15757439873325,95.57,2,0.0075,218.37465293333335,80.39237911582461,36.81,3,0.0221,211.15952094333332,200.33234128167325,94.87,3,0.0219,138.14984500666665,885,0.6052,False,2.1448,True,2.0965,True,2,Medium
G3HYT3,Cullin-9 OS=Cricetulus griseus OX=10029 GN=I79_016225 PE=4 SV=1,UNKNOWN,1,21.14281777,12.92397408,24.12800512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149980.536284,97796,0.0011337326235615788,0.0006858230003247052,0.0012803755842296031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cricetulus griseus,unknown,19.398265656666666,5.802169804773273,29.91,3,0.001,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,4.849566414166667,1160,-4.3504,True,-4.3504,True,-4.3504,True,3,Medium
G3H6B8,Cyclin-dependent kinase 4 inhibitor D OS=Cricetulus griseus OX=10029 GN=I79_005873 PE=4 SV=1,CDKN2D,1,1.2157937680000002,18.54364151,0.0,1.703144845,2.395203223,0.0,0.0,1.667959954,4.761163991,11.953890144999999,2.336091612,2.519563795,149980.536284,17875,0.00035668326340727684,0.005383764218700691,0.0,0.0006159599161380034,0.0007912204479812902,0.0,0.0,0.0005598020215969925,0.0016714911869532138,0.004060702368850536,0.0007903638005330794,0.0008984452149235288,Cricetulus griseus,cdkn2d,6.586478426,10.373034772167989,157.49,2,0.0019,1.3661160226666667,1.2326560510458473,90.23,2,0.0005,2.143041315,2.41587403686036,112.73,2,0.0007,5.603181850666666,5.500639725547324,98.17,3,0.0019,3.924704403583333,1162,-1.6809,True,-1.2713,True,-0.2003,False,2,Medium
G3H8S5,Cytidine and dCMP deaminase domain-containing protein 1 OS=Cricetulus griseus OX=10029 GN=I79_006786 PE=4 SV=1,CDADC1,1,112.57472342,158.91546164,120.12474236,4.340117845,43.492355257,122.58234489,0.0,18.3975095,0.0,10.57587993,1.154938049,59.452636492,149980.536284,58865,0.010028884029746015,0.01401025580529646,0.010590400403086491,0.0004766408833837055,0.004362716214867134,0.012959511637009253,0.0,0.0018749806106175047,0.0,0.0010909310733828227,0.00011865464989863128,0.006437633697993724,Cricetulus griseus,cdadc1,130.53830914,24.86358350087094,19.05,3,0.0115,56.80493933066666,60.234746908899396,106.04,3,0.0059,6.132503166666667,10.621807062243699,173.21,1,0.0006,23.727818157,31.295135728781545,131.89,3,0.0025,54.30089244858333,993,-1.1862,True,-4.2049,True,-2.4113,True,3,Medium
G3H2K2,"Cytochrome c, somatic OS=Cricetulus griseus OX=10029 GN=I79_004417 PE=3 SV=1",LOC100757098,1,184.88158309,185.18058998,187.87449992,0.429597039,0.0,0.106923179,0.0,0.0,0.0,0.0,0.0,0.600251862,149980.536284,11683,0.08298663284251132,0.0822580000295817,0.08345464620047974,0.0002377134854623667,0.0,5.6955457596863355e-05,0.0,0.0,0.0,0.0,0.0,0.000327485013628874,Cricetulus griseus,loc100757098,185.97889099666668,1.6484390109229397,0.89,3,0.0829,0.17884007266666668,0.22364577723576376,125.05,2,0.0001,0.0,0.0,,0,0.0,0.200083954,0.3465555741072741,173.21,1,0.0001,46.58945375583334,1001,-7.3094,True,-7.5467,True,-7.2836,True,3,Medium
G3I3P7,"Cytochrome c, somatic OS=Cricetulus griseus OX=10029 GN=I79_018057 PE=3 SV=1",LOC100754043,1,44.42490179,98.92012903,40.15631705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149980.536284,11699,0.019913454424794638,0.04388064398844569,0.017813210209459047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cricetulus griseus,loc100754043,61.16711595666667,32.76465627787202,53.57,3,0.0272,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,,0,0.0,15.291778989166668,1102,-5.9581,True,-5.9581,True,-5.9581,True,3,Medium
G3I692,Cytosolic non-specific dipeptidase OS=Cricetulus griseus OX=10029 GN=I79_019004 PE=4 SV=1,CNDP2,1,223.46602126,398.028452,301.2101688,25.53834629,80.43383119,0.0,54.026456089999996,24.161093459,0.0,15.29687529,1.147222175,50.407600009999996,149980.536284,52842,0.022176914335880406,0.03909056343802381,0.029581993831069794,0.0031243554894786387,0.008987950959771713,0.0,0.006158327612636062,0.0027430405769567124,0.0,0.0017577674913110215,0.00013129600373129764,0.0060803568045861055,Cricetulus griseus,cndp2,307.56821401999997,87.45472606285495,28.43,3,0.0303,35.32405916,41.100126912893074,116.35,2,0.004,26.062516516333332,27.063370940135925,103.84,2,0.003,22.28389915833333,25.3625724841593,113.82,3,0.0027,97.80967221366666,930,-3.0866,True,-3.5112,True,-3.7282,True,3,Medium
G3H6A4,Dedicator of cytokinesis protein 7 (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_005858 PE=3 SV=1,UNKNOWN,1,0.0,0.0,0.0,11.06079149,11.92614868,7.237600438,20.48604624,18.96737462,12.7534542,13.29955713,6.019825782,0.0,149980.536284,263159,0.0,0.0,0.0,0.00027171580145327496,0.0002675981935817071,0.0001711568305762536,0.00046889486459230294,0.0004323982105733995,0.00030412113363181793,0.0003068717435536149,0.0001383403648034645,0.0,Cricetulus griseus,unknown,0.0,0.0,,0,0.0,10.074846869333333,2.494932113436451,24.76,3,0.0002,17.40229168666667,4.096993819305357,23.54,3,0.0004,6.439794304,6.659717346339604,103.42,2,0.0001,8.479233215,1139,3.4692,True,4.2018,True,2.8953,True,3,Medium
G3HD94,Desmoplakin OS=Cricetulus griseus OX=10029 GN=I79_008473 PE=4 SV=1,UNKNOWN,1,66.49581972,67.72967096,199.3485703,28.533435673999996,0.0,3.815429895,9.920387694,4.486166805,68.546676318,6.866477246,10.45092892,6.048256329,149980.536284,328419,0.0010617809734918173,0.001070256196051993,0.0031500823717818525,0.0005616589846711188,0.0,7.22991286856784e-05,0.00018194324058037211,8.194869398827458e-05,0.001309770270460504,0.00012695320220220844,0.00019244642196445319,0.00011738543280174155,Cricetulus griseus,unknown,111.19135366,76.34888166505475,68.66,3,0.0018,10.782955189666666,15.49028871226869,143.66,2,0.0002,27.651076938999996,35.52070136685592,128.46,3,0.0005,7.788554165000001,2.341698287418784,30.07,3,0.0001,39.35348498841667,1019,-3.2512,True,-1.9693,True,-3.6742,True,3,Medium
G3HQP1,Diffuse panbronchiolitis critical region protein 1-like OS=Cricetulus griseus OX=10029 GN=I79_013146 PE=4 SV=1,UNKNOWN,1,47.288808813,192.81075871000002,192.728120003,0.313424036,0.0,9.488195,5.560638371,9.470232723999999,0.53517651,0.0,0.0,24.66439903,149980.536284,52130,0.00475706974226972,0.01919466770434224,0.019186440868189554,3.886793708994732e-05,0.0,0.0011326969636769608,0.0006424990389056461,0.0010898527394435497,6.442379726287717e-05,0.0,0.0,0.0030157483882769886,Cricetulus griseus,unknown,144.27589584199998,83.99329136941289,58.22,3,0.0144,3.2672063453333333,5.389812940882472,164.97,2,0.0004,5.188682534999999,4.479126113963062,86.32,3,0.0006,8.221466343333333,14.239997419370845,173.21,1,0.001,40.23831276641666,1016,-5.0894,True,-4.553,True,-3.9777,True,3,Medium
G3HFQ4,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Cricetulus griseus OX=10029 GN=I79_009418 PE=3 SV=1,DLST,1,12.281529743,5.238414509,0.0,41.04246127,40.7811236,74.31616428999999,0.164762043,4.054716029,7.791856323,4.527245332000001,5.313712304,4.033193655,149980.536284,33155,0.001942550425099144,0.0008199509771788132,0.0,0.008002603174860373,0.007262921339155136,0.01394929033163614,2.9932548251685635e-05,0.0007336793660187011,0.0014747856555224212,0.0008291306051536804,0.0009692420023895695,0.0007753759645091843,Cricetulus griseus,dlst,5.839981417333334,6.162824455227465,105.53,2,0.0009,52.04658305333333,19.286465738616084,37.06,3,0.0097,4.0037781316666665,3.813802274769988,95.26,3,0.0007,4.624717097,0.6457999390975179,13.96,3,0.0009,16.62876492483333,1094,2.9552,True,-0.451,False,-0.2822,False,1,Trace
G3I1H0,DNA helicase OS=Cricetulus griseus OX=10029 GN=I79_017225 PE=3 SV=1,UNKNOWN,1,0.0,0.0,28.547105046,12.54105996,51.48518628,31.84821495,80.90267877,19.30789234,78.99004541,116.63773394,83.99965256,58.47891168,149980.536284,90790,0.0,0.0,0.0016317781610762135,0.000892982905972194,0.003348462641119569,0.002183056315673124,0.005367356483423188,0.0012758268741786258,0.005459732294853641,0.007800797537080815,0.005595291215557026,0.004105570903865699,Cricetulus griseus,unknown,9.515701682,16.481678782892626,173.21,1,0.0005,31.958153730000003,19.472295925456248,60.93,3,0.0021,59.733538839999994,35.02269568151012,58.63,3,0.004,86.37209939333333,29.151904391485523,33.75,3,0.0058,46.894873411333336,1000,1.6481,True,2.5299,True,3.0546,True,3,Medium
G3GY78,DNA-directed RNA polymerase subunit OS=Cricetulus griseus OX=10029 GN=I79_002751 PE=3 SV=1,UNKNOWN,1,0.0,0.0,0.0,2.384235854,0.0,1.7271402,4.706994352000001,4.430178444,6.548129603,4.180222938,6.439360304999999,0.231388816,149980.536284,69082,0.0,0.0,0.0,0.00022311626413641154,0.0,0.0001555895948501486,0.00041040659392075653,0.00038472571081609494,0.0005948252083389565,0.00036742820450772054,0.0005637168871015615,2.1349600501236083e-05,Cricetulus griseus,unknown,0.0,0.0,,0,0.0,1.3704586846666666,1.231487486501645,89.86,2,0.0001,5.228434133,1.151240140841326,22.02,3,0.0005,3.616990686333333,3.1420774065970023,86.87,3,0.0003,2.553970876,1175,1.2452,True,2.6389,True,2.207,True,3,Medium
G3HVH7,DnaJ-like subfamily C member 18 OS=Cricetulus griseus OX=10029 GN=I79_014965 PE=4 SV=1,DNAJC18,1,5.298415225,0.0,4.304236057,0.544503653,6.411154069,14.293267505,37.120867794,16.726053905999997,10.588743455,25.219873996,8.918569944,18.51984365,149980.536284,41514,0.0006692991570632087,0.0,0.0005380697286943427,8.479165927981196e-05,0.0009118907666363275,0.0021426675894674636,0.005385910031291117,0.002417095471153801,0.0016006148673891887,0.0036888099472759555,0.0012992234868760594,0.002843511744141115,Cricetulus griseus,dnajc18,3.2008837606666667,2.816263604760034,87.98,2,0.0004,7.082975075666667,6.898958940540553,97.4,3,0.001,21.478555051666664,13.88985622098772,64.67,3,0.0031,17.55276253,8.1935683843142,46.68,3,0.0026,12.328794104499998,1116,0.9442,False,2.4198,True,2.1429,True,2,Medium
G3HKF7,DnaJ-like subfamily C member 21 OS=Cricetulus griseus OX=10029 GN=I79_011177 PE=4 SV=1,UNKNOWN,1,111.575363,247.4778987,90.2398092,19.82809654,22.0933728,32.63493449,11.53454518,6.732374031,9.455732594,26.90965155,32.07589866,0.0,149980.536284,47425,0.012337575913991521,0.02708108994931967,0.009874790447114158,0.0027028416488467494,0.002750780055426379,0.004282459508158466,0.0014649698610051613,0.0008516394877249173,0.0012511945488968212,0.003445392337515294,0.004090295783510498,0.0,Cricetulus griseus,unknown,149.76435696666667,85.29216636093891,56.95,3,0.0164,24.852134609999997,6.834606763569203,27.5,3,0.0032,9.240883935000001,2.4082840147660263,26.06,3,0.0012,19.66185007,17.222479160439274,87.59,2,0.0025,50.879806395416665,995,-2.5439,True,-3.8799,True,-2.8673,True,3,Medium
G3GUZ2,Ectonucleoside triphosphate diphosphohydrolase 4 OS=Cricetulus griseus OX=10029 GN=I79_001518 PE=3 SV=1,UNKNOWN,1,0.0,0.0,0.0,135.1739729,151.3178276,18.25453123,152.3572459,312.8231173,67.68108792,183.873110982,153.873619613,0.0,149980.536284,55518,0.0,0.0,0.0,0.015740052734668285,0.01609375815177049,0.002046231339638362,0.016529695602059715,0.033803363878156016,0.007650160023886222,0.02011047647477632,0.01676152691361793,0.0,Cricetulus griseus,unknown,0.0,0.0,,0,0.0,101.58211057666665,72.61384248870837,71.48,3,0.0113,177.62048370666665,124.50834120850432,70.1,3,0.0193,112.58224353166666,98.64615319193801,87.62,2,0.0123,97.94620945374999,929,6.6806,True,7.4808,True,6.8276,True,3,Medium
G3IPL9,F-box only protein 32 OS=Cricetulus griseus OX=10029 GN=I79_025936 PE=4 SV=1,UNKNOWN,1,0.0,0.0,4.446049986,2.242506854,9.109553018,7.446877587,8.327140349,20.195030531,7.857007727,6.930750997,7.481932404,1.74044734,149980.536284,11392,0.0,0.0,0.0020254028846982733,0.0012725671848645512,0.004721698771023079,0.00406810447944674,0.004402825400108704,0.01063504743437898,0.0043280692921223145,0.0036941818371757705,0.003971888288869089,0.000973807696376917,Cricetulus griseus,unknown,1.4820166620000002,2.566928156247632,173.21,1,0.0007,6.266312486333334,3.582510463670811,57.17,3,0.0034,12.126392869,6.991597919006124,57.66,3,0.0065,5.384376913666666,3.167746405449389,58.83,3,0.0029,6.31477473275,1152,1.5497,True,2.4029,True,1.363,True,3,Medium
G3HZL3,FH1/FH2 domain-containing protein 1 OS=Cricetulus griseus OX=10029 GN=I79_016520 PE=4 SV=1,FHOD1,1,0.0,0.0,0.0,1.669308343,10.118171449,13.78241853,41.24676434,32.20905573,16.93343852,1.924521616,3.795310789,1.609355633,149980.536284,128540,0.0,0.0,0.0,8.395473316587866e-05,0.00046479872074334445,0.0006672752213076509,0.0019328010144492604,0.0015032616933519977,0.0008266922399037479,9.091225846231654e-05,0.00017856332768846625,7.980424996038615e-05,Cricetulus griseus,fhod1,0.0,0.0,,0,0.0,8.523299440666667,6.212050558617878,72.88,3,0.0004,30.129752863333334,12.289307483168685,40.79,3,0.0014,2.4430626793333334,1.1816359895428432,48.37,3,0.0001,10.274028745833332,1126,3.2515,True,4.9602,True,1.7837,True,3,Medium
G3HXU8,Fibroblast growth factor OS=Cricetulus griseus OX=10029 GN=I79_015863 PE=3 SV=1,UNKNOWN,1,0.0,221.8111214,51.45760248,0.0,31.66370935,43.77659892,153.01216375,213.62614691,39.69284358,17.75105335,11.2423342,136.7079858,149980.536284,37947,0.0,0.030334925283540544,0.007037350141186071,0.0,0.004927033652877341,0.007179305426438486,0.024287569946373343,0.03377317213781998,0.0065640482787050905,0.0028404335314029987,0.0017916875068537382,0.0229630054399811,Cricetulus griseus,unknown,91.08957462666666,116.09506150718472,127.45,2,0.0125,25.146769423333335,22.60421493342498,89.89,2,0.004,135.44371808,88.28752015016762,65.18,3,0.0215,55.23379111666666,70.63373242096634,127.88,3,0.0092,76.72846331166667,953,-1.8164,True,0.5672,False,-0.7116,False,1,Trace
G3HH31,Filamin-A-interacting protein 1 OS=Cricetulus griseus OX=10029 GN=I79_009927 PE=4 SV=1,FILIP1,1,3.958564467,0.0,0.0,102.1012534,65.8273926,92.23641445000001,10.4545431,14.62734868,15.26723855,23.60001411,63.603871012,23.04772229,149980.536284,137752,0.00015069841273367894,0.0,0.0,0.004791594721260878,0.002821694071556819,0.004166989044514265,0.00045713313231501764,0.0006370339739356118,0.0006955039161107058,0.0010402849092788961,0.0027923435934300938,0.0010664546462483368,Cricetulus griseus,filip1,1.319521489,2.2854782606269373,173.21,1,0.0001,86.72168681666669,18.75519687944736,21.63,3,0.0039,13.44971011,2.6135481294164853,19.43,3,0.0006,36.750535804,23.257309934911195,63.28,3,0.0016,34.56036355491667,1033,5.241,True,2.6391,True,4.0246,True,3,Medium
G3IFG5,Formin-like protein 3 OS=Cricetulus griseus OX=10029 GN=I79_022487 PE=4 SV=1,UNKNOWN,1,1890.9331182,0.0,2253.9611326,1022.658552,4393.879749999999,1720.4735885999999,632.7619324,510.63491675,1116.053142,622.2901933,358.5069364,92.0706761,149980.536284,112698,0.08798909045016663,0.0,0.10379281082922356,0.05866260747535636,0.23021474899624,0.09500569968940822,0.03381891653339018,0.027182487234733783,0.062144924796088574,0.033528544207685446,0.01923820619895574,0.005207357746063296,Cricetulus griseus,unknown,1381.6314169333334,1210.2174862406796,87.59,2,0.0639,2379.003963533333,1779.4745804572526,74.8,3,0.128,753.1499970499999,320.1605401183043,42.51,3,0.041,357.6226019333333,265.1108648104355,74.13,3,0.0193,1217.8519948624999,491,0.7835,False,-0.8745,False,-1.9469,True,1,Trace
G3HTU8,Galactokinase OS=Cricetulus griseus OX=10029 GN=I79_014328 PE=4 SV=1,UNKNOWN,1,582.8858341,0.0,0.340063816,251.18157989999997,358.3897058,277.52470700000003,783.3111712,507.47226423999996,338.35919344,473.0986269,510.61821972,563.07331606,149980.536284,42771,0.07146657438031476,0.0,4.1261791386528273e-05,0.037965165788759934,0.04947744992656274,0.04038035271302508,0.11031141895568444,0.07117996992351916,0.04964386408609762,0.06716456899471882,0.07219882407320281,0.08391272674683675,Cricetulus griseus,unknown,194.40863263866666,336.43116822356365,173.05,2,0.0238,295.6986642333333,55.866941082243216,18.89,3,0.0426,543.04754296,224.59912281693832,41.36,3,0.077,515.5967208933333,45.193476053622135,8.77,3,0.0744,387.1878901813334,731,0.6025,False,1.4772,True,1.4025,True,2,Medium
G3I4Z7,Galectin OS=Cricetulus griseus OX=10029 GN=I79_018538 PE=4 SV=1,LGALS1,1,0.099628177,0.226042017,0.353763654,16.08991749,20.022112044,17.597140361,11.26493965,0.0,23.73000174,1.7777020820000002,1.9861754360000001,3.5914784920000002,149980.536284,14803,3.5294035123898234e-05,7.924584381772667e-05,0.00012402251424465166,0.007026693255082006,0.007986588965254051,0.00739793001588946,0.0045836841655994935,0.0,0.010059700063583893,0.0007292008913051146,0.0008114300529899876,0.0015464497837494044,Cricetulus griseus,lgals1,0.22647794933333332,0.1270682993325,56.11,3,0.0001,17.90305663166667,1.9838666981732325,11.08,3,0.0075,11.664980463333334,11.870057714027764,101.76,2,0.0049,2.4517853366666666,0.9924921415644758,40.48,3,0.001,8.061575095250001,1143,3.946,True,3.3683,True,1.4928,True,3,Medium
G3HP56,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Cricetulus griseus OX=10029 GN=I79_012560 PE=4 SV=1,UNKNOWN,1,0.0,0.0,0.0,17.33153206,7.244940819,8.069351309,15.457484216000001,45.068567293,60.21133632,101.68987326,102.77601521,162.10955728,149980.536284,30308,0.0,0.0,0.0,0.003696805431168366,0.0014114930666930565,0.0016569110887390392,0.0030719708347937687,0.008920955380963023,0.012466886011633267,0.020373159083860212,0.020507736004877267,0.03409287549889952,Cricetulus griseus,unknown,0.0,0.0,,0,0.0,10.881941396,5.600698881735429,51.47,3,0.0023,40.245795943,22.763373259634918,56.56,3,0.0082,122.19181524999999,34.574044060018615,28.29,3,0.025,43.329888147249996,1012,3.5707,True,5.3662,True,6.9448,True,3,Medium
G3HJX8,Glutamate [NMDA] receptor subunit 3A (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_010980 PE=3 SV=1,UNKNOWN,1,0.0,0.0,0.0,438.349432503,594.9422678,659.9676322,926.2391791,944.0361158000001,1010.6908908,674.6410145,774.2248645999999,857.9633543,149980.536284,85033,0.0,0.0,0.0,0.033325744815596435,0.041313168913608034,0.04830065213512063,0.06561017572750986,0.06660333890096708,0.07458780921211523,0.048175162457238824,0.05506337596310582,0.0643122240130807,Cricetulus griseus,unknown,0.0,0.0,,0,0.0,564.419777501,113.91827517906974,20.18,3,0.041,960.3220619,44.51906257485729,4.64,3,0.0689,768.9430778,91.77523097920897,11.94,3,0.0559,573.42122930025,648,9.1432,True,9.9089,True,9.5886,True,3,Medium
G3I2L4,Grainyhead-like protein 1-like OS=Cricetulus griseus OX=10029 GN=I79_017652 PE=4 SV=1,UNKNOWN,1,8.591866475,22.82587336,34.49289,34.40432154,7.093288783,75.15861799,0.0,21.882349701,51.939928275999996,44.7798217,20.048789554,37.05803744,149980.536284,51115,0.0008814709882905068,0.0023174805489375636,0.0035020172236530367,0.004351225090023824,0.0008194084942719264,0.00915057279310747,0.0,0.002568268839526563,0.006376611846522936,0.005319513847886781,0.0023720454897353353,0.004621110377530105,Cricetulus griseus,unknown,21.970209945000004,12.971695140592766,59.04,3,0.0022,38.88540943766666,34.25320965361177,88.09,3,0.0048,24.607425992333333,26.076973902740257,105.97,2,0.003,33.962216231333336,12.652828516527208,37.26,3,0.0041,29.85631540158333,1047,0.7961,False,0.1568,False,0.606,False,0,Trace
G3GZ80,GRIP and coiled-coil domain-containing protein 1 OS=Cricetulus griseus OX=10029 GN=I79_003111 PE=4 SV=1,GCC1,1,155.76352954,131.07499891,149.98308149,1521.118112,1424.281011,1732.5671944,276.47646000000003,87.52321845,175.87144069,27.04244157,0.0,70.90486853,149980.536284,87780,0.009305486257720699,0.007749279864471859,0.008867143872340916,0.11202482606843596,0.09580789386175607,0.12283223948412018,0.01897134573413356,0.005981672016601816,0.012572937188790682,0.0018706316255754103,0.0,0.005148642899011729,Cricetulus griseus,gcc1,145.60720331333334,12.912866394797195,8.87,3,0.0086,1559.3221058,157.65389806642094,10.11,3,0.1102,179.95703971333333,94.54285251989047,52.54,3,0.0125,32.64910336666667,35.783391226807964,109.6,2,0.0023,479.3838630483333,692,3.4118,True,0.3037,False,-2.1233,True,2,Medium
